Global Rank;Institution;Country;Sector;Best Country Quartile,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;902,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;903,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;904,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;905,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;906,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;907,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;908,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;909,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;910,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;911, Chinese Academy of Sciences;CHN;Government;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;912,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;913,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;914,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;915,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;916,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;917,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;918,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;919,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;920,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;921,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;922,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;923,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;924,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;925,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;926,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;927,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;928,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;929,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;930, United States;USA;Non-Profit;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;931,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;932,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;933,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;934,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;935,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;936,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;937,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;938,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;939,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;940,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;941,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;942,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;943,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;944,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;945,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;946,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;947,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;948,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;949,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;950,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;951, Czech Republic;CZE;Health;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;952,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;953, Saint Louis;USA;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;954,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;955,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;956, Punjab;IND;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;957,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;958,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;959,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;960,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;961,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;962,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;963, Chinese Academy of Sciences;CHN;Government;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;964,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;965,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;966,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;967,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;968,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;969,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;970,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;971,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;972,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;973,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;974,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;975,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;976,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;977,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;978,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;979,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;980,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;981,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;982,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;983,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;984,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;985,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;986,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;987,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;988,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;989,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;990,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;991,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;992,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;993,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;994,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;995,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;996,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;997,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;998,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;999,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1000,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1001,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1002,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1003,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1004,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1005,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1006,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1007,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1008,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1009, Corpus Christi;USA;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1010,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1011, Lincoln;NZL;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1012,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1013,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1014,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1015,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1016,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1017,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1018,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1019,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1020,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1021,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1022,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1023,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1024,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1025,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1026,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1027,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1028,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1029,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1030,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1031,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1032,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1033,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1034,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1035,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1036,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1037,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1038,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1039,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1040,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1041,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1042,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1043,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1044,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1045,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1046,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1047,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1048,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1049,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1050,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1051,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1052,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1053,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1054,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1055,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1056,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1057,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1058,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1059,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1060,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1061,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1062,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1063,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1064,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1065,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1066,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1067,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1068,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1069,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1070,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1071,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1072,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1073,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1074,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1075,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1076,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1077,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1078,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1079,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1080,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1081,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1082,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1083,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1084,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1085,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1086,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1087,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1088, Ecuador;ECU;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1089,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1090,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1091,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1092, Tiruchirappalli;IND;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1093,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1094, Colorado Springs;USA;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1095,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1096,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1097,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1098,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1099,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1100,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1101,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1102,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1103,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1104,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1105,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1106,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1107, St. Augustine Campus;TTO;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1108,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1109,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1110,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1111,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1112,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1113,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1114,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1115,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1116,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1117,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1118,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1119,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1120,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1121,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1122, Rio Piedras;PRI;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1123,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1124,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1125,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1126,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1127,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1128,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;1129,,,,
